full_title,society_name,rent,area_sqft,furnishing,apartment_type,preferred_tenants,link
3 BHK Apartment In Ats Happy Trail for Rent  In Ats Homekraft Happy Trails,Ats happy trail,40000,1625,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-ats-homekraft-happy-trails-greater_noida-for-rs-40000/8a9fa18395a87f050195a884c6e10125/detail
"3 BHK Apartment In Panchsheel Greens 2 for Rent  In Phase 2, Plot No Gh-01a, Sector 16b, Panchsheel Greens 2, Noida, Greater Noida, Uttar Pradesh 201318, India",Panchsheel Greens 2,35000,1820,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-phase-2-plot-no-gh-01a-sector-16b-panchsheel-greens-2-noida-greater-noida-uttar-pradesh-201318-india-greater_noida-for-rs-35000/8aa9abe99bcf0e6c019bcf22742002ae/detail
"3 BHK Apartment In Amrapali Golf Homes, Sector-4 for Rent  In Sector 4","Amrapali Golf Homes, Sector-4",22000,1425,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-4-greater_noida-for-rs-22000/8a9ff3838b02c426018b03b54dd20411/detail
"3 BHK Flat In Palm 0lympia for Rent  In Plam Olympia, Taj Hwy, Near Radha Krishna Mandir, Sector 16c, Gaur City 2, Noida, Chipyana Khurd Urf Tigri, Uttar Pradesh 201009, India",,24000,1335,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-plam-olympia-taj-hwy-near-radha-krishna-mandir-sector-16c-gaur-city-2-noida-chipyana-khurd-urf-tigri-uttar-pradesh-201009-india-greater_noida-for-rs-24000/8aa993569bc0ae04019bc1fb2fb37f0b/detail
2 BHK Flat for Rent  In Gamma 1,,18000,600,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-gamma-1-greater_noida-for-rs-18000/8a9f8b03918deda801918e2bb4c41569/detail
2 BHK Flat In Newtech Lapacia Techzone-4 Greater Noida for Rent  In Newtech La Palacia,,18000,995,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-newtech-la-palacia-greater_noida-for-rs-18000/8a9fae83962ed1e601962edcb2220348/detail
3 BHK Flat In Ajnara Le Garden Phase I for Rent  In Noida Extension,,22000,1285,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-noida-extension-noida-for-rs-22000/8a9f91687313e31e01731548e9ab102d/detail
2 BHK Flat In Kts Allure for Rent  In Sector 17a,,18000,1150,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-17a-greater_noida-for-rs-18000/8a9f8789972a55fd01972a716f2a0da4/detail
1 BHK Flat for Rent  In Sector 3,,20000,400,,1 BHK,Family,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-sector-3-greater_noida-for-rs-20000/8a9f878497304fd801973089b2a215e5/detail
"2 BHK Apartment In Nbcc Dream Valley, Amrapali Dream Valley for Rent  In Amrapali Dream Valley","NBCC Dream Valley, Amrapali Dream Valley",18000,805,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-amrapali-dream-valley-noida-for-rs-18000/8aa99a8c9bb6619e019bb6cd341029af/detail
2 BHK Apartment In Golf Aims Green Avenue for Rent  In Aims Green Avenue B Tower,Golf aims green Avenue,25000,916,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-aims-green-avenue-b-tower-greater_noida-for-rs-25000/8aa99a969bbb9fba019bbbb12e1b0672/detail
3 BHK Apartment In Tata Steel Officers Enclave Beta 1 for Rent  In Tata Steel Officer's Enclave,Tata Steel Officers Enclave Beta 1,22000,1385,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-tata-steel-officer%26-39%3bs-enclave-greater_noida-for-rs-22000/8a9fcc827f67b337017f67be638d0268/detail
1 BHK Apartment In Krishna Homes  for Rent  In Jalpura,krishna homes,15000,650,,1 BHK,Family,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-jalpura-noida-for-rs-15000/8aa9973e9aa98434019aa9b1b93d08c6/detail
"4 BHK Flat In Godrej Golf Links, Greater Noida for Rent  In Sector-27",,70000,1800,,4 BHK,Family,https://www.nobroker.in/property/4-bhk-apartment-for-rent-in-sector-27-greater_noida-for-rs-70000/8aa9a8de9ab3d129019ab427245d14bb/detail
4 BHK Apartment In Mahagun Mantra for Rent  In Vaidpura,Mahagun Mantra,45000,2600,,4 BHK,Family,https://www.nobroker.in/property/4-bhk-apartment-for-rent-in-vaidpura-greater_noida-for-rs-45000/8a9f91e39ab51b4e019ab52659be00cd/detail
2 BHK Flat In Apartment for Rent  In Pnb Bank & Atm,,12000,900,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-pnb-bank-%26-atm-greater_noida-for-rs-12000/8aa9b45b9bc9e805019bca9e0dff413f/detail
1 RK Flat for Rent  In Beta Ii,,14000,320,,1 RK,Family,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-beta-ii-greater_noida-for-rs-14000/8a9f838279464840017946bb6b6a3076/detail
"3 BHK Flat In Palm Olympia ,sector 16c ,greater Noida West  for Rent  In Beta Ii",,24000,1335,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-beta-ii-greater_noida-for-rs-24000/8aa9a9079bbd0847019bbd2a24b20608/detail
2 BHK Flat In 16th Ave for Rent  In Gaur City 2,,19000,1205,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-gaur-city-2-ghaziabad-for-rs-19000/8aa9a3329ba1c7f3019ba207ddcd1aa1/detail
3 BHK Flat In Amrapali Leisure Park for Rent  In Techzone 4,,22000,1450,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-techzone-4-greater_noida-for-rs-22000/8a9f8a83916dbe6801916e17789e17cb/detail
"4 BHK Apartment In Panchsheel Greens 2, Sector 16b for Rent  In Sector 16b","Panchsheel Greens 2, Sector 16B",34000,1820,,4 BHK,Family,https://www.nobroker.in/property/4-bhk-apartment-for-rent-in-sector-16b-greater_noida-for-rs-34000/8aa9880c9bb13af3019bb29d29d30f11/detail
4 BHK Flat In Ska for Rent  In Eta Ii,,30000,1670,,4 BHK,Family,https://www.nobroker.in/property/4-bhk-apartment-for-rent-in-eta-ii-greater_noida-for-rs-30000/8a9f932a94798994019479add7570df3/detail
2 BHK Flat In Standalone for Rent  In Gaur City 2,,12500,950,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-gaur-city-2-ghaziabad-for-rs-12500/8aa993019bb13abb019bb1d5b9543f94/detail
2 BHK Apartment In Irish Pearls for Rent  In Irish Pearls,irish pearls,26000,1100,,2 BHK,"Family, Company",https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-irish-pearls-noida-for-rs-26000/8aa9ae499bc5f766019bc65bdd4526da/detail
1 RK Apartment In Gaur Yamuna City Krishn Vilas for Rent  In Gaur Runway Suites,Gaur Yamuna City Krishn Vilas,18000,300,,1 RK,Family,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-gaur-runway-suites-greater_noida-for-rs-18000/8aa98d519bac14a6019bad4d0f7e1ac8/detail
3 BHK Apartment In Paramount Emotions  for Rent  In Sector 1,Paramount Emotions,28000,1380,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-1-noida-for-rs-28000/8a9f82c29bb66223019bb6731aae02ff/detail
3 BHK Apartment In Hawelia Valencia Homes  for Rent  In Sector -01,Hawelia Valencia Homes,25000,1260,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector--01-greater_noida-for-rs-25000/8a9f8b82858b0ac401858b86ad2068e2/detail
2 BHK Flat In Ace City for Rent  In Ace City Noida Extension,,25000,1090,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-ace-city-noida-extension-noida-for-rs-25000/8a9f9e827b23ee41017b2468db1c4e48/detail
2 BHK Flat In Gr Garden 2 for Rent  In Singh Niwas,,15000,900,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-singh-niwas-ghaziabad-for-rs-15000/8aa9a3ea9bb13b00019bb1add12e2fa3/detail
4 BHK Flat In Dev Sai Sportshome - Noida Extension for Rent  In Sector 1,,40000,1200,,4 BHK,Family,https://www.nobroker.in/property/4-bhk-apartment-for-rent-in-sector-1-greater_noida-for-rs-40000/8aa99d9f9bb54e8c019bb5e8b26b2ad6/detail
3 BHK Flat In Apex Alphabet  for Rent  In Techzone 4,,55000,1987,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-techzone-4-noida-for-rs-55000/8a9f9b83959f0dc001959f3d1c691392/detail
4 BHK Apartment In Today Homes Kings Park for Rent  In Omega 1,TODAY HOMES KINGS PARK,40000,1740,,4 BHK,Family,https://www.nobroker.in/property/4-bhk-apartment-for-rent-in-omega-1-greater_noida-for-rs-40000/8a9f825075934d2401759367ab3c0bde/detail
4 BHK Apartment In Exotica Dreamville for Rent  In Exotica Dreamville,Exotica Dreamville,28000,1705,,4 BHK,Family,https://www.nobroker.in/property/4-bhk-apartment-for-rent-in-exotica-dreamville-noida-for-rs-28000/8aa9b83a9bb0285c019bb02e223e0049/detail
3 BHK Apartment In Gaur Saundaryam for Rent  In Techzone 4,Gaur Saundaryam,26000,1595,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-techzone-4-greater_noida-for-rs-26000/8a9fb28399d73bd50199d78117ca21c5/detail
3 BHK Flat In La Galaxia for Rent  In Newtech La Galaxia,,21000,1195,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-newtech-la-galaxia-greater_noida-for-rs-21000/8a9fbe82805e450f01805eafe81910ac/detail
2 BHK Apartment In Stellar Mi Citihomes for Rent  In Omicron Iii,Stellar Mi Citihomes,20000,1110,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-omicron-iii-greater_noida-for-rs-20000/8a9fc703913a3e1f01913a7840f60e7a/detail
2 BHK Apartment In Saviour Green Arch for Rent  In  Sector 17 A,Saviour green arch,20000,860,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in--sector-17-a-greater_noida-for-rs-20000/8a9fd483837f19b001837f8bde0341a5/detail
2 BHK Apartment In Aarcity Moon Towers for Rent  In Noida Extension Greater Noida West,Aarcity Moon Towers,20000,1359,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-noida-extension-greater-noida-west-greater_noida-for-rs-20000/8aa98dc59bc0ae42019bc13253273245/detail
3 BHK Apartment In Coco County for Rent  In Coco County Sector 10 Greater Noida West,Coco County,25000,1152,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-coco-county-sector-10-greater-noida-west-greater_noida-for-rs-25000/8a9f934393169ae6019316b3951a063e/detail
2 BHK Flat In Mahagun Mantra 2 Sidhi Tower for Rent  In Sector 10,,20000,1125,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-10-greater_noida-for-rs-20000/8aa98af09bc0ae28019bc0d9efba0f37/detail
3 BHK Apartment In Kbnows Green Society for Rent  In Sector 16b,KBNOWS GREEN SOCIETY,18000,1440,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-16b-greater_noida-for-rs-18000/8a9f8f8494dfbacf0194dff206c413c8/detail
"3 BHK Flat In Amrapali Apartment, Ip Extension for Rent  In Sector 4",,24000,1575,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-4-greater_noida-for-rs-24000/8a9f97439256c5ec019257035aa61340/detail
3 BHK Apartment In Panchsheel Hynish for Rent  In Sector-1,Panchsheel Hynish,23000,1260,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-1-greater_noida-for-rs-23000/8a9f88038e0f5c56018e0fb7f48730c1/detail
2 BHK Apartment In Palm Height for Rent  In Bisrakh,Palm height,15000,950,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-bisrakh--greater_noida-for-rs-15000/8a9f9187973fd1d70197400f3ff2156c/detail
1 BHK Flat for Rent  In Surajpur,,8000,500,,1 BHK,Family,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-surajpur-greater_noida-for-rs-8000/8a9fa68599eb6d560199ebd5603828ba/detail
2 BHK Flat In Ajnara Panorama for Rent  In Sector 22d,,15000,1155,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-22d-greater_noida-for-rs-15000/8a9fee82854e883901854eb9d2f61ce7/detail
2 BHK Flat In Apartment for Rent  In Sector 1,,14000,1000,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-1-greater_noida-for-rs-14000/8aa9ac059ace6c74019ace9585861407/detail
3 BHK Apartment In Panchsheel Greens for Rent  In Sector ** B,Panchsheel Greens,25000,1350,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-**-b-noida-for-rs-25000/8a9f9352753079c1017530aeb1d01910/detail
3 BHK Flat In Shri Radha Sky Gardens for Rent  In Shri Radha Sky Gardens,,28000,1874,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-shri-radha-sky-gardens-greater_noida-for-rs-28000/8aa9bb489abab7f9019abaef0b96162c/detail
4 BHK Apartment In Trident Embassy for Rent  In Sector 1,Trident Embassy,35000,2295,,4 BHK,Family,https://www.nobroker.in/property/4-bhk-apartment-for-rent-in-sector-1-greater_noida-for-rs-35000/8aa9a9329ba6ee62019ba82a0f5b1ebe/detail
"3 BHK Apartment In Coco County, Sector 10, Greater Noida West for Rent  In Sector 10, Greater Noida West","Coco County, Sector 10, Greater Noida West",26000,1100,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-10-greater-noida-west-noida-for-rs-26000/8aa9997a9bac14bd019bad2cdd51090f/detail
"3 BHK Apartment In Supertech Eco Village-1 for Rent  In Bisrakh Jalalpur,",Supertech Eco village-1,23000,1500,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-bisrakh-jalalpur--noida-for-rs-23000/8a9fad84975d5f4c01975d8205830da6/detail
"4+ BHK Apartment In Stellar Mi Legacy, Sector Zeta I for Rent  In Sector Zeta I","Stellar Mi Legacy, Sector Zeta I",38000,2738,,4+ BHK,Family,https://www.nobroker.in/property/4%2b-bhk-apartment-for-rent-in-sector-zeta-i-greater_noida-for-rs-38000/8a9fd4898b0570e0018b061f6f1f42a5/detail
3 BHK Apartment In Vihaan Greens for Rent  In Aimnabad,Vihaan Greens,15000,1320,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-aimnabad-greater_noida-for-rs-15000/8a9f058288477df701884783ef2d0041/detail
2 BHK Flat In Gaur Yamuna City 2nd Park View for Rent  In Gaur Yamuna City 16th Park View,,18000,1115,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-gaur-yamuna-city-16th-park-view-noida-for-rs-18000/8a9fb3849564b686019564e880441493/detail
2 BHK Apartment In Elegant Ville for Rent  In Tech Zone Iv,Elegant Ville,25000,975,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-tech-zone-iv-greater_noida-for-rs-25000/8a9f8b83910c532c01910cc5437c441d/detail
4 BHK Flat In Fusion Homes for Rent  In Fusion Homes,,30000,1995,,4 BHK,Family,https://www.nobroker.in/property/4-bhk-apartment-for-rent-in-fusion-homes-greater_noida-for-rs-30000/8a9fe38287ddd9da0187ddec335501ea/detail
3 BHK Flat In Mahagun Mywoods for Rent  In Sector 16,,32000,1810,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-16-noida-for-rs-32000/8a9f848390afa04a0190aff189c72444/detail
4+ BHK Flat In Supertech Albaria Noida for Rent  In Bisrakh Jalalpur,,60000,2535,,4+ BHK,Family,https://www.nobroker.in/property/4%2b-bhk-apartment-for-rent-in-bisrakh-jalalpur-greater_noida-for-rs-60000/8a9f8e8596c2791d0196c28724470243/detail
3 BHK Flat In Amrapali Centurian Park Lowrise Techzone 4 for Rent  In Amrapali Centurian Park Low Rise,,25000,1675,,3 BHK,"Family, Company",https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-amrapali-centurian-park-low-rise-greater_noida-for-rs-25000/8aa9936a9baa7819019baaebb2ac0528/detail
2 BHK Apartment In Amrapali Kingswood for Rent  In Noida Extension,Amrapali Kingswood,22000,1200,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-noida-extension-greater_noida-for-rs-22000/8aa9bd0b9ba348d0019ba37e9ddc0bda/detail
"3 BHK Flat In Panchsheel Hynish for Rent  In Sector 1, Uttar Pradesh",,23000,1260,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-1-uttar-pradesh-noida-for-rs-23000/8a9f82829ba6eefb019ba86b86ea626d/detail
3 BHK Apartment In Newtech La Galaxia for Rent  In Surajpur,Newtech La Galaxia,20000,1195,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-surajpur-greater_noida-for-rs-20000/8a9f82c29bac152c019bad88719e5b93/detail
3 BHK Apartment In Stellar Sigma Apartments for Rent  In Sigma Iv,Stellar Sigma Apartments,20000,1800,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sigma-iv-noida-for-rs-20000/8a9f8a977062bdb80170669506f04578/detail
2 BHK Flat In Mahagun Mywoods for Rent  In Sector 16,,22000,1110,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-16-noida-for-rs-22000/8a9f939d6fc233c1016fc24d42e30551/detail
1 BHK Flat for Rent  In Mu Ii,,7000,322,,1 BHK,Family,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-mu-ii-greater_noida-for-rs-7000/8a9f84838be0355c018be1007c4f2694/detail
2 BHK Apartment In Vihaan Properties for Rent  In Jalpura,vihaan properties,14000,890,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-jalpura-greater_noida-for-rs-14000/8aa9bc009bb6613f019bb6ab423c1cd4/detail
2 BHK Apartment In Elegent Ville for Rent  In Tech Zone Iv,Elegent Ville,27000,975,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-tech-zone-iv-noida-for-rs-27000/8a9f82c29bb66223019bb676ee0a0399/detail
3 BHK Apartment In Ratan Pearls for Rent  In Roza Yakubpur,Ratan Pearls,30000,1531,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-roza-yakubpur-greater_noida-for-rs-30000/8aa9ad289aa013c5019aa03eefab156f/detail
"2 BHK Apartment In Himalaya Pride for Rent  In Noida Extension, Greater Noida",Himalaya Pride,20000,948,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-noida-extension-greater-noida-greater_noida-for-rs-20000/8a9f94838efac011018efb2e58315e9c/detail
2 BHK Apartment In Migsun Vilaasa for Rent  In Eta Ii,Migsun Vilaasa,20000,660,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-eta-ii-greater_noida-for-rs-20000/8a9f8f43924b2f4b01924b813e2d106a/detail
3 BHK Apartment In Radicon Vedantam for Rent  In Gaur City 2,Radicon Vedantam,21000,1227,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-gaur-city-2-ghaziabad-for-rs-21000/8a9f82e29b86f653019b872e22ae07d9/detail
3 BHK Flat In Apex  for Rent  In D-mart,,22000,1320,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-d-mart-greater_noida-for-rs-22000/8aa9bda09bb54e7e019bb55c3a460192/detail
4 BHK Apartment In Nirala Aspire for Rent  In  Sector 16,Nirala Aspire,40000,2480,,4 BHK,Family,https://www.nobroker.in/property/4-bhk-apartment-for-rent-in--sector-16-greater_noida-for-rs-40000/8a9f8ec38e419237018e41aca3de1033/detail
"3 BHK Apartment In Jm Florence, Techzone 4 for Rent  In Techzone 4","JM Florence, Techzone 4",28000,1393,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-techzone-4-greater_noida-for-rs-28000/8a9f8b84993202d90199324f3f3a1f4c/detail
3 BHK Apartment In Aig Park Avenue for Rent  In Sector 4,AIG Park Avenue,22000,1500,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-4-noida-for-rs-22000/8a9f91a29b9e2275019b9e5dc78f0a2e/detail
2 BHK Flat In Galaxy Royale for Rent  In Galaxy Royale,,19500,1120,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-galaxy-royale-ghaziabad-for-rs-19500/8a9fd783890df0e2018910117f1a0e37/detail
"3 BHK Apartment In Supertech The Romano Sector 118 Noida for Rent  In Sector 118, Noida",Supertech The Romano Sector 118 Noida,22000,1260,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-118-noida-noida-for-rs-22000/8a9fa783945b0aed01945b36a55e09b5/detail
3 BHK Flat In Spring Meadows for Rent  In Patwari,,25000,1600,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-patwari-greater_noida-for-rs-25000/8aa9bc609bb0284c019bb0c3ebf52feb/detail
3 BHK Flat for Rent  In Paramount Emotions,,25000,1380,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-paramount-emotions-greater_noida-for-rs-25000/8a9f8c038d92e530018d931cd6902ec8/detail
2 BHK Flat for Rent  In Surajpur,,9500,800,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-surajpur-greater_noida-for-rs-9500/8a9fba84958e579301958e8890561391/detail
3 BHK Flat for Rent  In Fusion Homes,,26000,1635,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-fusion-homes--noida-for-rs-26000/8a9f82c29bac152c019bad3ad5564bb3/detail
