full_title,society_name,rent,area_sqft,apartment_type,preferred_tenants,link,Locality
2 BHK Apartment In Amrapali Terrace Homes for Rent  In Noida Extension,Amrapali Terrace Homes,16000,885,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-noida-extension-greater_noida-for-rs-16000/8aa9bf669ae297a7019ae2aa860a0668/detail,Noida Extension
3 BHK Apartment In Shivalik Homes for Rent  In Surajpur,Shivalik Homes,19000,1285,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-surajpur-greater_noida-for-rs-19000/8aa995679b108303019b10ab38f606e4/detail,Surajpur
2 BHK Apartment In Amrapali Kingswood for Rent  In Sector 4,Amrapali Kingswood,18000,945,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-4-greater_noida-for-rs-18000/8a9f9187994711cd0199473a75241459/detail,Sector 4
3 BHK Apartment In Capital Athena for Rent  In Sector 1 Greater Noida West,Capital Athena,30000,1875,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-1-greater-noida-west-greater_noida-for-rs-30000/8a9faf85984ab2b601984afed25328f2/detail,Sector 1
"3 BHK Apartment In Ace City, Sector 1 for Rent  In Sector 1","Ace City, Sector 1",28000,1540,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-1-noida-for-rs-28000/8aa9b4909c14946c019c166801264afa/detail,Sector 1
4 BHK Apartment In Ace Divino for Rent  In Sector 1,Ace Divino,40000,1854,4,Family,https://www.nobroker.in/property/4-bhk-apartment-for-rent-in-sector-1-noida-for-rs-40000/8aa9b8fd9c0521a2019c052f6e4e02f3/detail,Sector 1
2 BHK Apartment In Vvip Homes for Rent  In Sector 16c,VVIP Homes,21500,1230,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-16c-greater_noida-for-rs-21500/8aa9b7939c18b6c6019c1948a19d41c1/detail,Sector 16c
3 BHK Apartment In Panchsheel Greens for Rent  In Sector 16 B,Panchsheel Greens,26000,1350,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-16-b-noida-for-rs-26000/8aa9af1a9c120108019c12ea33a26a00/detail,Sector 16
3 BHK Apartment In Uppal Casa Woodstock for Rent  In Gaur City 2,Uppal Casa Woodstock,20000,1460,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-gaur-city-2-noida-for-rs-20000/8a9f8a839564b0460195650f3cd32a43/detail,Gaur City 2
"4 BHK Apartment In Ats Paradiso, Sector Chi-04 for Rent  In Chi Iv","ATS Paradiso, Sector Chi-04",40000,2180,4,Family,https://www.nobroker.in/property/4-bhk-apartment-for-rent-in-chi-iv-greater_noida-for-rs-40000/8aa993149bf953dd019bfa7a2a500dff/detail,Chi
"3 BHK Apartment In Amrapali Terrace Homes for Rent  In Noida Extension, Greater Noida",Amrapali Terrace Homes,23000,1185,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-noida-extension-greater-noida-greater_noida-for-rs-23000/8a9f8e8597ba226a0197ba4af45911cc/detail,Noida Extension
3 BHK Apartment In Saya Zion for Rent  In Sector 4,Saya Zion,30000,1660,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-4-greater_noida-for-rs-30000/8aa9af069c0dedb4019c0f06fde17af7/detail,Sector 4
"3 BHK Apartment In Supertech Eco Village  for Rent  In Tower-c6, Supertech Eco Village-1, Sector 1, Bisrakh Jalalpur, Greater Noida, Uttar Pradesh 201318, India",Supertech Eco Village,25000,1465,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-tower-c6-supertech-eco-village-1-sector-1-bisrakh-jalalpur-greater-noida-uttar-pradesh-201318-india-noida-for-rs-25000/8aa9b0909be63b19019be6b10b6a1e92/detail,Sector 1
3 BHK Apartment In Arihant Abode for Rent  In  Sector 10,Arihant Abode,20000,1100,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in--sector-10-greater_noida-for-rs-20000/8a9f8c838e40edd5018e411299bc1a12/detail,Sector 10
"3 BHK Apartment In Amrapali Kingswood, Noida Extension for Rent  In Noida Extension","Amrapali Kingswood, Noida Extension",23000,1425,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-noida-extension-greater_noida-for-rs-23000/8aa9ba5d9af278bf019af2ceb52d25e5/detail,Noida Extension
"3 BHK Apartment In Migsun Ultimo for Rent  In Omicron 3, Greater Noida",Migsun Ultimo,22000,1255,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-omicron-3-greater-noida-greater_noida-for-rs-22000/8a9f880390538e80019053a776390996/detail,Omicron
2 BHK Apartment In Avj Heights for Rent  In  Zeta I,AVJ Heights,20000,1100,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in--zeta-i-greater_noida-for-rs-20000/8a9fc48282496979018249b29f3c3ff3/detail,Zeta I
"3 BHK Apartment In Prateek Laurel, Sector 120 for Rent  In Amrapali Leisure Valley","Prateek Laurel, Sector 120",35000,1385,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-amrapali-leisure-valley-noida-for-rs-35000/8a9f82c29c1c4e68019c1d070ea0235d/detail,Sector 120
"2 BHK Apartment In Mahagun Mantra for Rent  In Noida Extension, Noida",Mahagun Mantra,20000,850,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-noida-extension-noida-greater_noida-for-rs-20000/8a9f83c39217af5501921802ab5a1272/detail,Noida Extension
2 BHK Apartment In Pansheel Greens 2  for Rent  In Sector 16b,pansheel greens 2,20000,1105,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-16b--greater_noida-for-rs-20000/8a9fa19197ce4a0d0197ce91324310f5/detail,Sector 16b
"2 BHK Apartment In Panchsheel Greens 2 ,  Noida Extension, Noida for Rent  In  Noida Extension, Noida","Panchsheel Greens 2 ,  Noida Extension, Noida",25000,1105,2,"Family, Company",https://www.nobroker.in/property/2-bhk-apartment-for-rent-in--noida-extension-noida-noida-for-rs-25000/8a9f8b43907844aa0190786ed4a00def/detail,Noida Extension
4 BHK Apartment In Kbnows Apartments for Rent  In Sector 16,KBNOWS Apartments,20000,1784,4,Family,https://www.nobroker.in/property/4-bhk-apartment-for-rent-in-sector-16-greater_noida-for-rs-20000/8a9fde82877448260187748e5f093556/detail,Sector 16
"3 BHK Apartment In Ambesten Twin Corsage, for Rent  In Sector 1","Ambesten Twin Corsage,",20000,1890,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-1-greater_noida-for-rs-20000/8a9f87438e807106018e80cc3c9522bd/detail,Sector 1
3 BHK Apartment In Stellar Jeevan for Rent  In Sector 1,Stellar Jeevan,35000,1694,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-1-greater_noida-for-rs-35000/8a9fa48280f05f6d0180f0fe6e466fc6/detail,Sector 1
2 BHK Apartment In Mahagun Mantra for Rent  In Noida Extension,Mahagun Mantra,18000,1025,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-noida-extension-greater_noida-for-rs-18000/8a9fa683945953e0019459b609512a05/detail,Noida Extension
3 BHK Apartment In Eldeco Mystic Green for Rent  In Eldeco Mystic Greens Greater Noida,Eldeco mystic green,25000,2250,3,"Family, Company",https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-eldeco-mystic-greens-greater-noida-greater_noida-for-rs-25000/8aa9976e9bf95400019bf9a46d7c27b5/detail,Greater Noida
3 BHK Apartment In Ajnara Le Garden Phase 2 for Rent  In Sector 16,Ajnara Le Garden Phase 2,21000,1245,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-16-greater_noida-for-rs-21000/8aa9a2519bc5f75f019bc63849e91644/detail,Sector 16
2 BHK Apartment In Gaur City 4th Avenue for Rent  In Sector 4,GAUR CITY 4TH AVENUE,20000,910,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-4-greater_noida-for-rs-20000/8a9f848393a65e860193a6b5685d1e48/detail,Sector 4
2 BHK Apartment In Amrapali Golf Homes for Rent  In Sector 4,Amrapali Golf Homes,19000,850,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-4-noida-for-rs-19000/8a9f82c29bf8420b019bf8d8c1b519cb/detail,Sector 4
3 BHK Apartment In Stellar Sigma Apartments for Rent  In Sigma Iv,Stellar Sigma Apartments,18000,1800,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sigma-iv-greater_noida-for-rs-18000/8a9fcf8287661e480187663e404211f4/detail,Sigma
3 BHK Apartment In Radhey Krishna Casa Greens 1 for Rent  In Sector 16,Radhey Krishna Casa Greens 1,30000,1500,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-16-noida-for-rs-30000/8aa9b0909be63b19019be66215b4091f/detail,Sector 16
"2 BHK Apartment In Nirala Estate for Rent  In Patwari, Greater Noida",Nirala Estate,21000,955,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-patwari-greater-noida-greater_noida-for-rs-21000/8a9f8c4390505b2a019050c1b3041468/detail,Greater Noida
2 BHK Apartment In Avantika Homes for Rent  In Sector 1,Avantika Homes,15000,900,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-1-greater_noida-for-rs-15000/8a9f932e72f096660172f417dc981f04/detail,Sector 1
3 BHK Apartment In Gulshan Bellina for Rent  In Sector 16,Gulshan Bellina,33000,1350,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-16-greater_noida-for-rs-33000/8a9f88048e7f27be018e7f47e4bb11de/detail,Sector 16
3 BHK Apartment In Migsun Vilaasa for Rent  In Eta Ii,Migsun Vilaasa,20000,1225,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-eta-ii-greater_noida-for-rs-20000/8a9f920390919661019091dfc9ec3890/detail,Eta Ii
3 BHK Apartment In Stellar One Phase Iii for Rent  In Sector 1,Stellar One Phase III,22000,1412,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-1-greater_noida-for-rs-22000/8a9f825a8cb87f12018cb97ea8600f6f/detail,Sector 1
2 BHK Apartment In Eco Village 1 for Rent  In Sector 1,eco village 1,20000,890,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-1-noida-for-rs-20000/8aa9b6959bf31afd019bf38510aa1dbf/detail,Sector 1
3 BHK Apartment In French Apartments for Rent  In Sector 16 B,French Apartments,28000,1459,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-16-b--noida-for-rs-28000/8a9f8a8392d2cc860192d339c9e31d79/detail,Sector 16
3 BHK Apartment In Newtech La Galaxia Apartments for Rent  In Zeta I,NewTech La Galaxia Apartments,18000,1395,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-zeta-i-greater_noida-for-rs-18000/8aa9ae3f9bfd676d019bfdf5bb2e30de/detail,Zeta I
3 BHK Apartment In Earthcon Sanskriti Apartments for Rent  In Sector 1,Earthcon Sanskriti Apartments,20000,1250,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-1-greater_noida-for-rs-20000/8a9f82c29bedf5bc019beea62f482337/detail,Sector 1
"3 BHK Apartment In Amrapali Golf Homes for Rent  In  Noida Extension, Greater Noida",Amrapali Golf Homes,21000,1115,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in--noida-extension-greater-noida-greater_noida-for-rs-21000/8a9fa38393e951180193e9afe74f1dfa/detail,Noida Extension
3 BHK Apartment In Newtech La Palacia for Rent  In Noida Extension Greater Noida West,Newtech La Palacia,22000,1425,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-noida-extension-greater-noida-west-noida-for-rs-22000/8a9f918797ef55cb0197ef72aba80af8/detail,Noida Extension
"3 BHK Apartment In Amrapali Terrace Homes for Rent  In Noida Extension, Greater Noida",Amrapali Terrace Homes,18500,990,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-noida-extension-greater-noida-greater_noida-for-rs-18500/8a9f82829bc22f1b019bc2b42f4911f7/detail,Noida Extension
"3 BHK Apartment In Eldeco Mystic Greens, Omicron I for Rent  In Surajpur","Eldeco Mystic Greens, Omicron I",26000,2250,3,"Family, Company",https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-surajpur-greater_noida-for-rs-26000/8aa9b8179bc22e90019bc28378c31141/detail,Surajpur
3 BHK Apartment In Himalaya Pride for Rent  In Tech Zone Iv,Himalaya Pride,30000,1671,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-tech-zone-iv-greater_noida-for-rs-30000/8a9f9a85976c72ae01976c832e9e02f6/detail,Tech Zone Iv
3 BHK Apartment In Aarcity Regency Park for Rent  In Gaur City 2,Aarcity Regency Park,35000,1600,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-gaur-city-2-noida-for-rs-35000/8a9fac8596e384ad0196e39184950427/detail,Gaur City 2
"3 BHK Apartment In Eldeco Golf View Apartments, Omega 1, Greater Noida, Omega 1 Sector Park, Noida for Rent  In Omega 1 Sector Park, Noida","Eldeco Golf View Apartments, Omega 1, Greater Noida, Omega 1 Sector Park, Noida",25000,1480,3,"Family, Company",https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-omega-1-sector-park-noida-greater_noida-for-rs-25000/8aa9a90a9bdac141019bdbb30dc562cc/detail,Omega
3 BHK Apartment In The Romano (phase-ii) for Rent  In Sector 118,THE ROMANO &#40;PHASE-II&#41;,35000,1260,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-118-noida-for-rs-35000/8aa9b8ef9be5db0e019be5e122a50113/detail,Sector 118
3 BHK Apartment In Eldeco Mystic Greens for Rent  In Eldeco Mystic Greens Greater Noida,Eldeco Mystic Greens,25000,1730,3,"Family, Company",https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-eldeco-mystic-greens-greater-noida-greater_noida-for-rs-25000/8a9fc28280f43c700180f4811e172348/detail,Greater Noida
3 BHK Apartment In Eldeco Mystic Greens for Rent  In Omicron I,Eldeco Mystic Greens,27000,1750,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-omicron-i-greater_noida-for-rs-27000/8a9f8c827c1e5731017c219664e357ea/detail,Omicron I
2 BHK Apartment In Ska Green Mansion for Rent  In Sector 12,Ska Green Mansion,15000,1095,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-12-greater_noida-for-rs-15000/8a9f9b83955686ff019556f17a9b2ee3/detail,Sector 12
3 BHK Apartment In Radhika Homes Residency for Rent  In Sector 4,Radhika Homes Residency,10000,1143,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-4-greater_noida-for-rs-10000/ff8081816e4f6264016e55f096d171ed/detail,Sector 4
3 BHK Apartment In Fusion Homes  for Rent  In Tech Zone Iv,Fusion Homes,31000,1980,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-tech-zone-iv-noida-for-rs-31000/8a9f91039ae1bd24019ae1e511260041/detail,Tech Zone Iv
"2 BHK Apartment In Gaur City 1, 7 Th Avenue for Rent  In 7th Avenue","gaur city 1, 7 th avenue",21000,1165,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-7th-avenue-noida-for-rs-21000/8a9fb6837b738106017b738619a10153/detail,Gaur City 1
3 BHK Apartment In Vihaan Greens for Rent  In Sector 1,Vihaan Greens,25000,1600,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-1-noida-for-rs-25000/8a9f91c39adec065019adf0167f104a6/detail,Sector 1
"2 BHK Apartment In Himalaya Homes for Rent  In Himalaya Pride, Techzone 4, Amrapali Dream Valley, Greater Noida, Noida, Uttar Pradesh, India",Himalaya Homes,25000,1188,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-himalaya-pride-techzone-4-amrapali-dream-valley-greater-noida-noida-uttar-pradesh-india-noida-for-rs-25000/8a9fa6827cd0a7cf017cd4d0c5013f9a/detail,Greater Noida
"2 BHK Apartment In Stellar Mi Citihomes, Omicron Iii for Rent  In Omicron Iii","Stellar Mi Citihomes, Omicron III",24000,1110,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-omicron-iii-greater_noida-for-rs-24000/8aa9b1909bfad47c019bfb1539b30e7f/detail,Omicron Iii
"3 BHK Apartment In Aba Coco County, for Rent  In  Sector 4","ABA Coco County,",30000,1152,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in--sector-4-greater_noida-for-rs-30000/8a9f92438f1e5f38018f1ec7f505433a/detail,Sector 4
2 BHK Apartment In Ace Platinum  for Rent  In Zeta 1,ace platinum,20000,1050,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-zeta-1-greater_noida-for-rs-20000/8a9f8a038d785577018d7870c3fd11c0/detail,Zeta
3 BHK Apartment In Ats Allure for Rent  In Sector 22d,Ats Allure,25000,1350,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-22d-greater_noida-for-rs-25000/8a9f8b4392226a51019222a84e5c15b4/detail,Sector 22d
1 RK Apartment In Khari Niketan for Rent  In Knowledge Park V,Khari Niketan,5000,110,1,Family,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-knowledge-park-v-greater_noida-for-rs-5000/8a9f118287f9e0b80187f9ec57690460/detail,Knowledge Park V
3 BHK Apartment In Nirala Aspire Low Rise for Rent  In Sector 16b,Nirala Aspire Low Rise,25000,1365,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-16b-noida-for-rs-25000/8a9f94838c76d71d018c780f6ccc09e4/detail,Sector 16b
"3 BHK Apartment In Nirala Estate Phase 4 for Rent  In 4, Tower-20, Nirala Estate, Patwari, Greater Noida, Uttar Pradesh 201318, India",Nirala Estate Phase 4,30000,1385,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-4-tower-20-nirala-estate-patwari-greater-noida-uttar-pradesh-201318-india-noida-for-rs-30000/8a9f8a84995ea3f501995f76042d048e/detail,Greater Noida
2 BHK Apartment In Supertech Czar Suites for Rent  In Omicron I,Supertech Czar Suites,18000,870,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-omicron-i-greater_noida-for-rs-18000/8a9f8cf670c03a0b0170c3b23f5031df/detail,Omicron I
2 BHK Apartment In Aims Green Avenue for Rent  In Sector 4,Aims Green Avenue,21000,1150,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-4-noida-for-rs-21000/8aa9b3099bbf9b63019bc05dc4a4362f/detail,Sector 4
4 BHK Apartment In Kbnows Apartment for Rent  In Sector 16b,Kbnows Apartment,19000,1880,4,Family,https://www.nobroker.in/property/4-bhk-apartment-for-rent-in-sector-16b-greater_noida-for-rs-19000/8aa9ad849a82e450019a8310b5e80a5f/detail,Sector 16b
3 BHK Apartment In 16th Avenue Gaur City 2 for Rent  In Gaur City 2,16th Avenue Gaur City 2,26000,1385,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-gaur-city-2-noida-for-rs-26000/8a9fb68387f1fd5c0187f69644ee2c11/detail,Gaur City 2
"3 BHK Apartment In Nirala Aspire, Sector 16 for Rent  In Sector 16","Nirala Aspire, Sector 16",24000,1365,3,"Family, Company",https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-16-noida-for-rs-24000/8aa9b5bf9bd020f2019bd11a78367c01/detail,Sector 16
2 BHK Apartment In 7th Avenue for Rent  In  Sector 4,7th avenue,24000,650,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in--sector-4-ghaziabad-for-rs-24000/8a9fa6839436fe810194376f2d821dc6/detail,Sector 4
3 BHK Apartment In Amrapali Golf Homes for Rent  In Sector 4,Amrapali Golf Homes,20000,1115,3,"Family, Company",https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-4-noida-for-rs-20000/8a9fa78394d0b35e0194d0c060f1037f/detail,Sector 4
3 BHK Apartment In Migsun Wynn Boulevard for Rent  In Eta Ii,Migsun Wynn Boulevard,25000,1399,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-eta-ii-greater_noida-for-rs-25000/8a9f8b8495a43ac80195a466bda90fc4/detail,Eta Ii
3 BHK Apartment In Newtech La Galaxia for Rent  In Surajpur,Newtech La Galaxia,15000,1195,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-surajpur-greater_noida-for-rs-15000/8aa9b3099bbf9b63019bbfcc584a07a0/detail,Surajpur
"3 BHK Apartment In Panchsheel Greens 2 for Rent  In Phase 2, Plot No Gh-01a, Sector 16b, Panchsheel Greens 2, Noida, Greater Noida, Uttar Pradesh 201318, India",Panchsheel Greens 2,35000,1820,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-phase-2-plot-no-gh-01a-sector-16b-panchsheel-greens-2-noida-greater-noida-uttar-pradesh-201318-india-greater_noida-for-rs-35000/8aa9abe99bcf0e6c019bcf22742002ae/detail,Sector 16b
"3 BHK Apartment In Amrapali Golf Homes, Sector-4 for Rent  In Sector 4","Amrapali Golf Homes, Sector-4",22000,1425,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-4-greater_noida-for-rs-22000/8a9ff3838b02c426018b03b54dd20411/detail,Sector 4
3 BHK Apartment In Tata Steel Officers Enclave Beta 1 for Rent  In Tata Steel Officer's Enclave,Tata Steel Officers Enclave Beta 1,22000,1385,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-tata-steel-officer%26-39%3bs-enclave-greater_noida-for-rs-22000/8a9fcc827f67b337017f67be638d0268/detail,Beta
"4 BHK Apartment In Panchsheel Greens 2, Sector 16b for Rent  In Sector 16b","Panchsheel Greens 2, Sector 16B",34000,1820,4,Family,https://www.nobroker.in/property/4-bhk-apartment-for-rent-in-sector-16b-greater_noida-for-rs-34000/8aa9880c9bb13af3019bb29d29d30f11/detail,Sector 16b
3 BHK Apartment In Paramount Emotions  for Rent  In Sector 1,Paramount Emotions,28000,1380,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-1-noida-for-rs-28000/8a9f82c29bb66223019bb6731aae02ff/detail,Sector 1
4 BHK Apartment In Today Homes Kings Park for Rent  In Omega 1,TODAY HOMES KINGS PARK,40000,1740,4,Family,https://www.nobroker.in/property/4-bhk-apartment-for-rent-in-omega-1-greater_noida-for-rs-40000/8a9f825075934d2401759367ab3c0bde/detail,Omega
2 BHK Apartment In Stellar Mi Citihomes for Rent  In Omicron Iii,Stellar Mi Citihomes,20000,1110,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-omicron-iii-greater_noida-for-rs-20000/8a9fc703913a3e1f01913a7840f60e7a/detail,Omicron Iii
2 BHK Apartment In Saviour Green Arch for Rent  In  Sector 17 A,Saviour green arch,20000,860,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in--sector-17-a-greater_noida-for-rs-20000/8a9fd483837f19b001837f8bde0341a5/detail,Sector 17
2 BHK Apartment In Aarcity Moon Towers for Rent  In Noida Extension Greater Noida West,Aarcity Moon Towers,20000,1359,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-noida-extension-greater-noida-west-greater_noida-for-rs-20000/8aa98dc59bc0ae42019bc13253273245/detail,Noida Extension
3 BHK Apartment In Coco County for Rent  In Coco County Sector 10 Greater Noida West,Coco County,25000,1152,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-coco-county-sector-10-greater-noida-west-greater_noida-for-rs-25000/8a9f934393169ae6019316b3951a063e/detail,Sector 10
3 BHK Apartment In Kbnows Green Society for Rent  In Sector 16b,KBNOWS GREEN SOCIETY,18000,1440,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-16b-greater_noida-for-rs-18000/8a9f8f8494dfbacf0194dff206c413c8/detail,Sector 16b
4 BHK Apartment In Trident Embassy for Rent  In Sector 1,Trident Embassy,35000,2295,4,Family,https://www.nobroker.in/property/4-bhk-apartment-for-rent-in-sector-1-greater_noida-for-rs-35000/8aa9a9329ba6ee62019ba82a0f5b1ebe/detail,Sector 1
"3 BHK Apartment In Coco County, Sector 10, Greater Noida West for Rent  In Sector 10, Greater Noida West","Coco County, Sector 10, Greater Noida West",26000,1100,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-10-greater-noida-west-noida-for-rs-26000/8aa9997a9bac14bd019bad2cdd51090f/detail,Sector 10
"4+ BHK Apartment In Stellar Mi Legacy, Sector Zeta I for Rent  In Sector Zeta I","Stellar Mi Legacy, Sector Zeta I",38000,2738,4,Family,https://www.nobroker.in/property/4%2b-bhk-apartment-for-rent-in-sector-zeta-i-greater_noida-for-rs-38000/8a9fd4898b0570e0018b061f6f1f42a5/detail,Zeta I
2 BHK Apartment In Elegant Ville for Rent  In Tech Zone Iv,Elegant Ville,25000,975,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-tech-zone-iv-greater_noida-for-rs-25000/8a9f8b83910c532c01910cc5437c441d/detail,Tech Zone Iv
2 BHK Apartment In Amrapali Kingswood for Rent  In Noida Extension,Amrapali Kingswood,22000,1200,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-noida-extension-greater_noida-for-rs-22000/8aa9bd0b9ba348d0019ba37e9ddc0bda/detail,Noida Extension
3 BHK Apartment In Newtech La Galaxia for Rent  In Surajpur,Newtech La Galaxia,20000,1195,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-surajpur-greater_noida-for-rs-20000/8a9f82c29bac152c019bad88719e5b93/detail,Surajpur
3 BHK Apartment In Stellar Sigma Apartments for Rent  In Sigma Iv,Stellar Sigma Apartments,20000,1800,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sigma-iv-noida-for-rs-20000/8a9f8a977062bdb80170669506f04578/detail,Sigma
2 BHK Apartment In Elegent Ville for Rent  In Tech Zone Iv,Elegent Ville,27000,975,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-tech-zone-iv-noida-for-rs-27000/8a9f82c29bb66223019bb676ee0a0399/detail,Tech Zone Iv
"2 BHK Apartment In Himalaya Pride for Rent  In Noida Extension, Greater Noida",Himalaya Pride,20000,948,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-noida-extension-greater-noida-greater_noida-for-rs-20000/8a9f94838efac011018efb2e58315e9c/detail,Noida Extension
2 BHK Apartment In Migsun Vilaasa for Rent  In Eta Ii,Migsun Vilaasa,20000,660,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-eta-ii-greater_noida-for-rs-20000/8a9f8f43924b2f4b01924b813e2d106a/detail,Eta Ii
3 BHK Apartment In Radicon Vedantam for Rent  In Gaur City 2,Radicon Vedantam,21000,1227,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-gaur-city-2-ghaziabad-for-rs-21000/8a9f82e29b86f653019b872e22ae07d9/detail,Gaur City 2
4 BHK Apartment In Nirala Aspire for Rent  In  Sector 16,Nirala Aspire,40000,2480,4,Family,https://www.nobroker.in/property/4-bhk-apartment-for-rent-in--sector-16-greater_noida-for-rs-40000/8a9f8ec38e419237018e41aca3de1033/detail,Sector 16
3 BHK Apartment In Aig Park Avenue for Rent  In Sector 4,AIG Park Avenue,22000,1500,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-4-noida-for-rs-22000/8a9f91a29b9e2275019b9e5dc78f0a2e/detail,Sector 4
